Date,USD
2019-06-01 00:00:00,174940725.8199
2019-06-04 00:00:00,189061316.5932
2019-06-07 00:00:00,155472100.7461
2019-06-10 00:00:00,75192236.2893
2019-06-13 00:00:00,170534084.3934
2019-06-16 00:00:00,110733186.6095
2019-06-19 00:00:00,91483265.5482
2019-06-22 00:00:00,134167792.3956
2019-06-25 00:00:00,90826286.85
2019-06-28 00:00:00,423175771.1325
2019-07-01 00:00:00,172764921.5896
2019-07-04 00:00:00,273546634.0104
2019-07-07 00:00:00,85554897.9616
2019-07-10 00:00:00,364111378.7824
2019-07-13 00:00:00,223317773.9139
2019-07-16 00:00:00,334140371.565
2019-07-19 00:00:00,400333480.9952
2019-07-22 00:00:00,149533508.4911
2019-07-25 00:00:00,207985687.0299
2019-07-28 00:00:00,196200932.7257
2019-07-31 00:00:00,115667921.712
2019-08-03 00:00:00,194052551.7015
2019-08-06 00:00:00,360876818.5806
2019-08-09 00:00:00,211151931.4766
2019-08-12 00:00:00,104661395.056
2019-08-15 00:00:00,280655886.4672
2019-08-18 00:00:00,91003712.31
2019-08-21 00:00:00,122315070.3088
2019-08-24 00:00:00,122936632.6763
2019-08-27 00:00:00,189624308.4428
2019-08-30 00:00:00,157535719.826
2019-09-02 00:00:00,45179221.4802
2019-09-05 00:00:00,196753395.5872
2019-09-08 00:00:00,65192692.244
2019-09-11 00:00:00,109189912.0734
2019-09-14 00:00:00,95214496.607
2019-09-17 00:00:00,107174306.4193
2019-09-20 00:00:00,157389488.432
2019-09-23 00:00:00,59501805.669
2019-09-26 00:00:00,269030045.1831
2019-09-29 00:00:00,99366389.5
2019-10-02 00:00:00,170270297.36
2019-10-05 00:00:00,92819801.4144
2019-10-08 00:00:00,144876046.239
2019-10-11 00:00:00,113137559.64
2019-10-14 00:00:00,65962338.316
2019-10-17 00:00:00,117969721.3909
2019-10-20 00:00:00,53229503.8836
2019-10-23 00:00:00,89353651.5172
2019-10-26 00:00:00,333681035.1369
2019-10-28 23:00:00,233830897.3968
2019-10-31 23:00:00,160663136.8662
